tweet_id,rating_numerator,rating_denominator,favorite_count,retweet_count,dog_breed,confidence
792883833364439040,12,10,11543,4367,standard_poodle,8.31451e-05
792773781206999040,12,10,7495,1715,Yorkshire_terrier,0.912804
792394556390137856,12,10,13724,4397,cocker_spaniel,0.746387
792050063153438720,11,10,7294,1843,komondor,0.942856
791672322847637504,13,10,11981,3211,golden_retriever,0.705092
791406955684368384,12,10,13396,4214,Pembroke,0.972629
791312159183634433,12,10,8960,2596,miniature_pinscher,0.892925
790987426131050500,12,10,10030,2181,cocker_spaniel,0.349195
790946055508652032,12,10,16970,4789,golden_retriever,0.245773
790698755171364864,12,10,8386,1971,Bernese_mountain_dog,0.996541
790581949425475584,11,10,21080,7326,malinois,0.000152999
790337589677002753,12,10,7990,1921,Pembroke,0.658808
790277117346975746,11,10,12807,3245,Labrador_retriever,0.427742
789986466051088384,12,10,9440,2363,golden_retriever,0.07853049999999999
789628658055020548,13,10,7640,1810,chow,0.260702
789599242079838210,12,10,6897,1970,Chesapeake_Bay_retriever,0.8788219999999999
789530877013393408,12,10,11966,3454,schipperke,0.363272
789268448748703744,10,10,9281,2661,malamute,0.81286
789137962068021249,12,10,9907,2863,Chihuahua,0.746135
788908386943430656,11,10,27967,12748,golden_retriever,0.0340897
788765914992902144,12,10,27890,10551,cocker_spaniel,0.500509
788412144018661376,11,10,15847,5391,golden_retriever,0.805238
788178268662984705,13,10,7362,2140,Samoyed,0.73548
788150585577050112,13,10,6236,1312,chow,0.814145
787810552592695296,11,10,8799,3115,pug,0.362835
787717603741622272,13,10,10451,2844,German_shepherd,0.992339
787397959788929025,11,10,11085,2902,Chihuahua,0.900483
787322443945877504,10,10,7933,1777,golden_retriever,0.105703
786963064373534720,12,10,27121,8139,golden_retriever,0.915303
786664955043049472,12,10,10797,2612,Leonberg,0.512034
786595970293370880,11,10,9606,3177,Pembroke,0.709512
786363235746385920,13,10,11082,3585,golden_retriever,0.929266
786233965241827333,11,10,15548,4842,Labrador_retriever,0.478193
785927819176054784,12,10,11601,3247,toy_poodle,0.00849262
785872687017132033,12,10,6812,1856,Great_Pyrenees,0.392108
785533386513321988,11,10,9268,2034,miniature_pinscher,0.436023
